gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
zerosum,Stackelberg,1,3,"[0.030822038650512695, 0.027453899383544922, 0.03201484680175781]",5,"[-50.0, -50.0, -50.0]","[array([50., 50., 50., 50.]), array([50., 50., 50., 50.]), array([50., 50., 50., 50.])]",1e-05
zerosum,Stackelberg,2,3,"[0.24935007095336914, 0.16611504554748535, 0.1597292423248291]",18,"[-100.0, -100.0, -100.0]","[array([100., 100., 100., 100.]), array([100., 100., 100., 100.]), array([100., 100., 100., 100.])]",1e-05
zerosum,Stackelberg,3,3,"[1.4352531433105469, 0.8470611572265625, 0.8670730590820312]",61,"[-150.0, -150.0, -150.0]","[array([150., 150., 150., 150.]), array([150., 150., 150., 150.]), array([150., 150., 150., 150.])]",1e-05
zerosum,Stackelberg,4,3,"[6.113256216049194, 5.534193754196167, 4.517222881317139]",310,"[-200.0, -200.0, -200.0]","[array([200., 200., 200., 200.]), array([200., 200., 200., 200.]), array([200., 200., 200., 200.])]",1e-05
zerosum,Stackelberg,5,3,"[40.992510080337524, 42.465349197387695, 44.248817920684814]",1754,"[-250.0, -250.0, -250.0]","[array([250., 250., 250., 250.]), array([250., 250., 250., 250.]), array([250., 250., 250., 250.])]",1e-05
zerosum,State of the Art,1,3,"[0.031378746032714844, 0.03212714195251465, 0.03766822814941406]",5,"[-50.0, -50.0, -50.0]","[array([ 1.,  1.,  1., 50.]), array([ 1.,  1.,  1., 50.]), array([ 1.,  1.,  1., 50.])]",1e-05
zerosum,State of the Art,2,3,"[0.1696300506591797, 0.1731870174407959, 0.1740100383758545]",18,"[-100.0, -100.0, -100.0]","[array([  2.,  51.,   2., 100.]), array([  2.,  51.,   2., 100.]), array([  2.,  51.,   2., 100.])]",1e-05
zerosum,State of the Art,3,3,"[0.9831850528717041, 0.8710911273956299, 0.8504559993743896]",61,"[-150.0, -150.0, -150.0]","[array([  3., 101.,   3., 150.]), array([  3., 101.,   3., 150.]), array([  3., 101.,   3., 150.])]",1e-05
zerosum,State of the Art,4,3,"[3.7044429779052734, 3.587057113647461, 3.5887579917907715]",310,"[-200.0, -200.0, -200.0]","[array([  4., 151.,   4., 200.]), array([  4., 151.,   4., 200.]), array([  4., 151.,   4., 200.])]",1e-05
zerosum,State of the Art,5,3,"[37.11103415489197, 37.352575063705444, 37.80519485473633]",1754,"[-250.0, -250.0, -250.0]","[array([  5., 201.,   5., 250.]), array([  5., 201.,   5., 250.]), array([  5., 201.,   5., 250.])]",1e-05
stackelberg,Stackelberg,1,3,"[0.03185892105102539, 0.03197622299194336, 0.03435397148132324]",5,"[-1.0, -1.0, -1.0]","[array([25.5 ,  9.5 , 19.  , 35.75]), array([25.5 ,  9.5 , 19.  , 35.75]), array([25.5 ,  9.5 , 19.  , 35.75])]",1e-05
stackelberg,Stackelberg,2,3,"[0.1869213581085205, 0.2160799503326416, 0.2976069450378418]",18,"[-2.0, -2.0, -2.0]","[array([69.5 , -9.5 , 55.  , 79.75]), array([69.5 , -9.5 , 55.  , 79.75]), array([69.5 , -9.5 , 55.  , 79.75])]",1e-05
stackelberg,Stackelberg,3,3,"[1.0374269485473633, 0.8882832527160645, 1.043595790863037]",61,"[-3.0, -3.0, -3.0]","[array([108.5 ,  15.5 , 101.  , 101.75]), array([108.5 ,  15.5 , 101.  , 101.75]), array([108.5 ,  15.5 , 101.  , 101.75])]",1e-05
stackelberg,Stackelberg,4,3,"[4.760546684265137, 5.363844156265259, 5.0982747077941895]",310,"[-4.0, -4.0, -4.0]","[array([147.5 ,  40.5 , 142.  , 134.75]), array([147.5 ,  40.5 , 142.  , 134.75]), array([147.5 ,  40.5 , 142.  , 134.75])]",1e-05
stackelberg,Stackelberg,5,3,"[47.30069899559021, 47.19261407852173, 46.05978178977966]",1754,"[-5.0, -5.0, -5.0]","[array([186.5 ,  65.5 , 183.  , 167.75]), array([186.5 ,  65.5 , 183.  , 167.75]), array([186.5 ,  65.5 , 183.  , 167.75])]",1e-05
stackelberg,State of the Art,1,3,"[0.05239701271057129, 0.06233501434326172, 0.047781944274902344]",5,"[-1.0, -1.0, -1.0]","[array([25.5 ,  9.5 , 19.  , 35.75]), array([25.5 ,  9.5 , 19.  , 35.75]), array([25.5 ,  9.5 , 19.  , 35.75])]",1e-05
stackelberg,State of the Art,2,3,"[0.31015706062316895, 0.24951481819152832, 0.24524712562561035]",18,"[-2.0, -2.0, -2.0]","[array([69.5 , -9.5 , 55.  , 79.75]), array([69.5 , -9.5 , 55.  , 79.75]), array([69.5 , -9.5 , 55.  , 79.75])]",1e-05
stackelberg,State of the Art,3,3,"[1.0690720081329346, 1.2662980556488037, 0.9153070449829102]",61,"[-3.0, -3.0, -3.0]","[array([108.5 ,  15.5 , 101.  , 101.75]), array([108.5 ,  15.5 , 101.  , 101.75]), array([108.5 ,  15.5 , 101.  , 101.75])]",1e-05
stackelberg,State of the Art,4,3,"[4.724108934402466, 4.82405686378479, 4.740964889526367]",310,"[-4.0, -4.0, -4.0]","[array([147.5 ,  40.5 , 142.  , 134.75]), array([147.5 ,  40.5 , 142.  , 134.75]), array([147.5 ,  40.5 , 142.  , 134.75])]",1e-05
stackelberg,State of the Art,5,3,"[45.76038694381714, 45.65862011909485, 48.74050807952881]",1754,"[-5.0, -5.0, -5.0]","[array([186.5 ,  65.5 , 183.  , 167.75]), array([186.5 ,  65.5 , 183.  , 167.75]), array([186.5 ,  65.5 , 183.  , 167.75])]",1e-05
